//Name,ID,DataType,Length,Unit,Remark,SeqNo
SLOTMAP_14,3014,UINT_1,,,SlotMap_14,31
SLOTMAP_15,3015,UINT_1,,,SlotMap_15,32
SLOTMAP_16,3016,UINT_1,,,SlotMap_16,33
SLOTMAP_17,3017,UINT_1,,,SlotMap_17,34
SLOTMAP_18,3018,UINT_1,,,SlotMap_18,35
SLOTMAP_19,3019,UINT_1,,,SlotMap_19,36
SLOTMAP_20,3020,UINT_1,,,SlotMap_20,37
SLOTMAP_21,3021,UINT_1,,,SlotMap_21,38
SLOTMAP_22,3022,UINT_1,,,SlotMap_22,39
SLOTMAP_23,3023,UINT_1,,,SlotMap_23,40
SLOTMAP_24,3024,UINT_1,,,SlotMap_24,41
SLOTMAP_25,3025,UINT_1,,,SlotMap_25,42
SLOT1_INFO,4001,ASCII,,,Slot1_Info,43
SLOT2_INFO,4002,ASCII,,,Slot2_Info,44
SLOT3_INFO,4003,ASCII,,,Slot3_Info,45
SLOT4_INFO,4004,ASCII,,,Slot4_Info,46
SLOT5_INFO,4005,ASCII,,,Slot5_Info,47
SLOT6_INFO,4006,ASCII,,,Slot6_Info,48
SLOT7_INFO,4007,ASCII,,,Slot7_Info,49
SLOT8_INFO,4008,ASCII,,,Slot8_Info,50
SLOT9_INFO,4009,ASCII,,,Slot9_Info,51
SLOT10_INFO,4010,ASCII,,,Slot10_Info,52
SLOT11_INFO,4011,ASCII,,,Slot11_Info,53
SLOT12_INFO,4012,ASCII,,,Slot12_Info,54
SLOT13_INFO,4013,ASCII,,,Slot13_Info,55
SLOT14_INFO,4014,ASCII,,,Slot14_Info,56
SLOT15_INFO,4015,ASCII,,,Slot15_Info,57
SLOT16_INFO,4016,ASCII,,,Slot16_Info,58
SLOT17_INFO,4017,ASCII,,,Slot17_Info,59
SLOT18_INFO,4018,ASCII,,,Slot18_Info,60
SLOT19_INFO,4019,ASCII,,,Slot19_Info,61
SLOT20_INFO,4020,ASCII,,,Slot20_Info,62
SLOT21_INFO,4021,ASCII,,,Slot21_Info,63
SLOT22_INFO,4022,ASCII,,,Slot22_Info,64
SLOT23_INFO,4023,ASCII,,,Slot23_Info,65
SLOT24_INFO,4024,ASCII,,,Slot24_Info,66
SLOT25_INFO,4025,ASCII,,,Slot25_Info,67
SLOT1_MAX,4026,ASCII,,,Slot1_Max,68
SLOT2_MAX,4027,ASCII,,,Slot2_Max,69
SLOT3_MAX,4028,ASCII,,,Slot3_Max,70
SLOT4_MAX,4029,ASCII,,,Slot4_Max,71
SLOT5_MAX,4030,ASCII,,,Slot5_Max,72
SLOT6_MAX,4031,ASCII,,,Slot6_Max,73
SLOT7_MAX,4032,ASCII,,,Slot7_Max,74
SLOT8_MAX,4033,ASCII,,,Slot8_Max,75
SLOT9_MAX,4034,ASCII,,,Slot9_Max,76
SLOT10_MAX,4035,ASCII,,,Slot10_Max,77
SLOT11_MAX,4036,ASCII,,,Slot11_Max,78
SLOT12_MAX,4037,ASCII,,,Slot12_Max,79
SLOT13_MAX,4038,ASCII,,,Slot13_Max,80
SLOT14_MAX,4039,ASCII,,,Slot14_Max,81
SLOT15_MAX,4040,ASCII,,,Slot15_Max,82
SLOT16_MAX,4041,ASCII,,,Slot16_Max,83
SLOT17_MAX,4042,ASCII,,,Slot17_Max,84
SLOT18_MAX,4043,ASCII,,,Slot18_Max,85
SLOT19_MAX,4044,ASCII,,,Slot19_Max,86
SLOT20_MAX,4045,ASCII,,,Slot20_Max,87
SLOT21_MAX,4046,ASCII,,,Slot21_Max,88
SLOT22_MAX,4047,ASCII,,,Slot22_Max,89
SLOT23_MAX,4048,ASCII,,,Slot23_Max,90
SLOT24_MAX,4049,ASCII,,,Slot24_Max,91
SLOT25_MAX,4050,ASCII,,,Slot25_Max,92
ANGLE1_INFO,4101,ASCII,,,Angle1_Info,93
ANGLE2_INFO,4102,ASCII,,,Angle2_Info,94
ANGLE3_INFO,4103,ASCII,,,Angle3_Info,95
ANGLE4_INFO,4104,ASCII,,,Angle4_Info,96
ANGLE5_INFO,4105,ASCII,,,Angle5_Info,97
ANGLE6_INFO,4106,ASCII,,,Angle6_Info,98
ANGLE7_INFO,4107,ASCII,,,Angle7_Info,99
ANGLE8_INFO,4108,ASCII,,,Angle8_Info,100
MEASUREMENT_DATA,4100,LIST,,,Measurement Data,101
RECIPE_TYPE,4110,ASCII,,,Recipe_Type (0: blue tape~Comma~ 1: 1step~Comma~ 2: 2step 3:inline trim2),102
SYS_PP_CHANGE_STATUS_TEXT,4142,ASCII,,,The Process Progeam take action.(Credited~Comma~ Edited~Comma~ Deleted),103
ALLPRJOBSLIST,4150,LIST,,,AllPRJobsList,104
PJPROCESSEDNORMALLY_WAFERCOUNT,4160,UINT_1,,,PJProcessedWaferCount_CompletedNormally,105
CJPROCESSEDNORMALLY_WAFERCOUNT,4162,UINT_1,,,CJProcessedWaferCount_CompletedNormally,106
CJABORTED_WAFERCCOUNT,4163,UINT_1,,,CJAbortedWaferCount,107
STS_SLOTID,4170,ASCII,,,Slot ID,108
SUBSTSTATE_LIST,4171,LIST,,,Subst State List,109
ACTIVE_PRJOBID,4180,ASCII,,,ActivePRJobID,110
ACTIVE_PRJOB_PORTID,4181,UINT_1,,,ActivePRJobPortID,111
ACTIVE_PRJOB_CARRIERID,4182,ASCII,,,ActivePRJobCarrierID,112
ACTIVE_RECIPEID,4183,ASCII,,,ActiveRecipeID,113
ACTIVE_PRJOB_LOTID,4184,ASCII,,,ActivePRJobLotID,114
ACTIVE_CONTROLJOBID,4185,ASCII,,,ActiveControlJobID,115
CHAMBER_ID,4186,ASCII,,,ChamberID,116
STAGE_ID,4187,ASCII,,,StageID,117
RECIPE_STEP,4188,UINT_1,,,RecipeStepNumber,118
MEASUREMENT_MAX,4200,LIST,,,Measurement_Max,119
MEASUREMENT_MAX,4210,LIST,,,Measurement_Max,120
